tipo_producto,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,score_latente,exito,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta
fisico,ecommerce,72.27,31.02,41.25,57.08,8,84,34,media,42.85,1,10,Se siente muy bien usarlo,0.5,82.5,1
servicio,online,111.19,48.4,62.79,56.47,5,46,66,alta,43.18,1,7,Me identifico con la marca,0.5,63.5,1
servicio,hibrido,286.31,164.08,122.23,42.69,5,82,73,alta,40.19,0,5,No me sentí identificado,-0.5,34.5,0
digital,marketplace,68.97,34.25,34.72,50.34,1,12,79,alta,54.25,1,10,Me identifico con la marca,0.5,80.5,1
fisico,tienda_de_conveniencia,64.11,44.79,19.32,30.14,10,10,58,baja,16.79,0,3,No me convence del todo,-0.5,18.5,0
fisico,tienda_de_conveniencia,56.57,28.5,28.07,49.62,3,31,26,media,34.93,0,5,Probablemente no lo volvería a usar,0.0,40.0,0
servicio,hibrido,250.18,117.66,132.52,52.97,3,47,75,media,37.25,0,6,No conecté con este producto,-0.5,41.5,0
fisico,ecommerce,49.21,27.24,21.97,44.65,2,11,60,media,39.44,0,4,No conecté con este producto,-0.5,25.5,0
digital,marketplace,123.87,72.34,51.53,41.6,6,61,96,baja,41.16,0,4,No me sentí identificado,-0.5,23.5,0
servicio,online,311.59,214.68,96.91,31.1,7,54,55,media,9.71,0,6,No conecté con este producto,-0.5,41.5,0
servicio,presencial,261.92,106.17,155.75,59.46,1,82,70,alta,46.57,1,9,Lo volvería a elegir,0.5,77.5,1
servicio,presencial,282.85,116.24,166.61,58.9,7,70,26,media,17.76,0,3,Probablemente no lo volvería a usar,0.0,28.0,0
digital,marketplace,192.14,77.69,114.45,59.57,4,76,49,media,40.66,0,5,Probablemente no lo volvería a usar,0.0,38.0,0
fisico,tienda_de_conveniencia,64.07,30.06,34.01,53.08,7,53,69,media,47.62,1,7,Me encanta este producto,0.5,61.5,1
fisico,retail,89.3,46.69,42.61,47.72,7,96,78,baja,53.6,1,8,La experiencia fue muy positiva,0.5,68.5,1
digital,web_saas,20.65,12.64,8.01,38.79,8,41,55,alta,40.34,0,3,No me sentí identificado,-0.5,16.5,0
fisico,ecommerce,83.01,45.2,37.81,45.55,10,75,58,baja,38.35,0,2,La experiencia no fue lo que esperaba,-0.5,11.5,0
digital,app_store,159.18,84.65,74.53,46.82,10,64,52,alta,28.68,0,5,Probablemente no lo volvería a usar,0.0,38.0,0
servicio,online,118.61,70.76,47.85,40.34,4,19,35,media,32.21,0,4,No conecté con este producto,-0.5,27.5,0
digital,web_saas,158.72,108.83,49.89,31.43,9,95,47,media,37.16,0,6,No me convence del todo,-0.5,37.5,0
servicio,hibrido,165.84,102.47,63.37,38.21,2,88,39,media,41.26,0,6,No me convence del todo,-0.5,41.5,0
servicio,presencial,140.15,61.88,78.27,55.85,1,23,49,media,34.32,0,3,No conecté con este producto,-0.5,20.5,0
fisico,tienda_de_conveniencia,69.06,28.39,40.67,58.89,1,94,76,baja,63.67,1,10,Se siente muy bien usarlo,0.5,82.5,1
fisico,ecommerce,91.8,38.95,52.85,57.57,2,81,71,alta,62.54,1,10,Me encanta este producto,0.5,82.5,1
fisico,super,78.26,38.38,39.88,50.96,1,65,20,media,47.75,1,10,Me identifico con la marca,0.5,82.5,1
fisico,ecommerce,62.46,33.67,28.79,46.09,7,96,99,baja,51.43,1,10,Lo volvería a elegir,0.5,82.5,1
fisico,ecommerce,67.96,42.82,25.14,36.99,9,66,39,media,36.65,0,5,No me convence del todo,-0.5,32.5,0
fisico,retail,68.73,28.57,40.16,58.43,3,98,58,media,60.91,1,7,Lo volvería a elegir,0.5,61.5,1
fisico,tienda_de_conveniencia,86.07,51.75,34.32,39.87,5,79,99,media,61.29,1,7,Me identifico con la marca,0.5,61.5,1
servicio,online,211.52,113.84,97.68,46.18,4,69,31,media,32.0,0,6,No conecté con este producto,-0.5,41.5,0
servicio,hibrido,221.63,107.91,113.72,51.31,6,41,86,baja,40.29,0,4,No me convence del todo,-0.5,27.5,0
digital,marketplace,126.69,85.03,41.66,32.88,3,71,45,media,52.21,1,9,Me identifico con la marca,0.5,73.5,1
fisico,retail,113.19,60.98,52.21,46.13,3,47,27,baja,41.54,0,1,La experiencia no fue lo que esperaba,-0.5,4.5,0
digital,marketplace,98.83,41.89,56.94,57.61,4,73,96,media,58.94,1,10,Me identifico con la marca,0.5,80.5,1
fisico,retail,113.42,74.29,39.13,34.5,9,50,89,alta,43.01,1,7,Lo volvería a elegir,0.5,61.5,1
fisico,ecommerce,67.97,42.84,25.13,36.97,10,100,33,media,47.98,1,10,Me identifico con la marca,0.5,82.5,1
servicio,hibrido,400.0,264.52,135.48,33.87,3,87,95,alta,28.97,0,5,No me sentí identificado,-0.5,34.5,0
servicio,presencial,243.37,130.61,112.76,46.33,3,96,44,alta,49.58,1,10,Se siente muy bien usarlo,0.5,84.5,1
digital,web_saas,206.66,102.14,104.52,50.58,5,93,93,media,49.39,1,10,La experiencia fue muy positiva,0.5,80.5,1
servicio,online,202.59,96.38,106.21,52.43,8,46,89,media,34.44,0,1,No me convence del todo,-0.5,6.5,0
digital,app_store,90.19,42.59,47.6,52.78,2,96,41,alta,70.13,1,7,Me encanta este producto,0.5,59.5,0
fisico,retail,82.06,46.34,35.72,43.53,8,68,27,media,42.44,1,7,Me encanta este producto,0.5,61.5,1
fisico,super,85.33,50.47,34.86,40.85,6,99,55,baja,51.2,1,9,La experiencia fue muy positiva,0.5,75.5,1
fisico,ecommerce,45.72,22.19,23.53,51.47,9,75,29,media,41.29,0,3,No me convence del todo,-0.5,18.5,0
servicio,hibrido,176.56,118.45,58.11,32.91,5,78,58,media,47.94,1,8,Lo volvería a elegir,0.5,70.5,1
servicio,hibrido,125.86,57.31,68.55,54.47,2,94,32,baja,54.35,1,7,Me encanta este producto,0.5,63.5,1
servicio,online,60.04,25.64,34.4,57.3,8,69,50,alta,48.46,1,9,Lo volvería a elegir,0.5,77.5,1
servicio,presencial,185.27,114.85,70.42,38.01,7,14,87,media,31.43,0,3,No me convence del todo,-0.5,20.5,0
servicio,hibrido,134.94,62.03,72.91,54.03,10,57,49,media,47.93,1,7,Me identifico con la marca,0.5,63.5,1
digital,marketplace,130.99,64.28,66.71,50.93,4,16,94,baja,35.94,0,5,Probablemente no lo volvería a usar,0.0,38.0,0
fisico,ecommerce,80.84,40.65,40.19,49.72,4,46,63,media,47.71,1,7,La experiencia fue muy positiva,0.5,61.5,1
servicio,online,204.17,105.89,98.28,48.14,2,80,96,media,57.61,1,8,Se siente muy bien usarlo,0.5,70.5,1
digital,marketplace,127.99,80.34,47.65,37.23,1,23,100,alta,44.8,1,10,La experiencia fue muy positiva,0.5,80.5,1
fisico,retail,78.79,39.86,38.93,49.41,10,35,86,media,45.06,1,10,Me identifico con la marca,0.5,82.5,1
fisico,tienda_de_conveniencia,68.31,29.01,39.3,57.53,7,89,97,baja,63.96,1,7,Me encanta este producto,0.5,61.5,1
servicio,online,204.73,116.94,87.79,42.88,2,31,53,media,31.51,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
fisico,retail,88.37,53.95,34.42,38.95,9,76,31,baja,28.73,0,2,Probablemente no lo volvería a usar,0.0,19.0,0
servicio,presencial,165.08,70.56,94.52,57.26,7,44,46,media,38.01,0,3,No me convence del todo,-0.5,20.5,0
fisico,super,113.58,53.66,59.92,52.76,4,69,90,media,64.3,1,10,Se siente muy bien usarlo,0.5,82.5,1
fisico,super,102.49,70.91,31.58,30.81,6,86,92,alta,61.11,1,7,La experiencia fue muy positiva,0.5,61.5,1
digital,app_store,160.01,109.14,50.87,31.79,3,67,90,baja,47.02,1,7,Me identifico con la marca,0.5,59.5,0
digital,app_store,150.34,96.5,53.84,35.81,10,59,93,media,32.25,0,3,La experiencia no fue lo que esperaba,-0.5,16.5,0
digital,marketplace,111.53,73.09,38.44,34.47,10,84,66,media,51.35,1,7,Me identifico con la marca,0.5,59.5,0
servicio,hibrido,173.58,77.0,96.58,55.64,9,17,55,alta,25.07,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
servicio,online,253.21,105.78,147.43,58.22,7,64,79,alta,29.6,0,2,No me sentí identificado,-0.5,13.5,0
digital,marketplace,142.01,64.72,77.29,54.43,6,74,94,alta,50.8,1,9,Se siente muy bien usarlo,0.5,73.5,1
digital,web_saas,131.39,73.3,58.09,44.21,3,64,65,baja,48.96,1,10,La experiencia fue muy positiva,0.5,80.5,1
servicio,hibrido,152.95,81.39,71.56,46.79,3,32,37,baja,20.94,0,5,No me sentí identificado,-0.5,34.5,0
servicio,online,257.43,155.41,102.02,39.63,3,55,32,media,15.96,0,3,No me convence del todo,-0.5,20.5,0
fisico,retail,96.34,66.3,30.04,31.18,7,29,91,baja,33.72,0,6,La experiencia no fue lo que esperaba,-0.5,39.5,0
servicio,hibrido,218.04,90.75,127.29,58.38,1,29,37,baja,26.59,0,5,La experiencia no fue lo que esperaba,-0.5,34.5,0
servicio,hibrido,184.83,86.24,98.59,53.34,3,27,75,baja,37.7,0,1,La experiencia no fue lo que esperaba,-0.5,6.5,0
fisico,ecommerce,65.27,44.45,20.82,31.9,5,89,21,media,48.96,1,10,Me identifico con la marca,0.5,82.5,1
fisico,retail,79.34,32.81,46.53,58.65,10,67,51,baja,47.91,1,9,Me identifico con la marca,0.5,75.5,1
servicio,presencial,218.5,109.07,109.43,50.08,8,97,24,baja,36.65,0,3,No me convence del todo,-0.5,20.5,0
digital,marketplace,211.04,126.69,84.35,39.97,9,36,84,baja,33.36,0,3,No me convence del todo,-0.5,16.5,0
digital,app_store,141.0,86.56,54.44,38.61,2,68,27,baja,40.65,0,6,La experiencia no fue lo que esperaba,-0.5,37.5,0
digital,app_store,102.93,52.33,50.6,49.16,1,98,28,alta,57.02,1,8,Se siente muy bien usarlo,0.5,66.5,1
digital,marketplace,158.95,70.97,87.98,55.35,4,31,80,media,45.84,1,9,Se siente muy bien usarlo,0.5,73.5,1
digital,marketplace,148.61,70.63,77.98,52.47,10,35,40,media,26.12,0,1,No me convence del todo,-0.5,2.5,0
fisico,ecommerce,111.2,76.61,34.59,31.11,7,18,26,alta,16.96,0,6,Probablemente no lo volvería a usar,0.0,47.0,0
digital,web_saas,100.16,41.14,59.02,58.93,6,78,28,baja,35.15,0,5,Probablemente no lo volvería a usar,0.0,38.0,0
fisico,ecommerce,94.45,65.72,28.73,30.42,6,61,42,media,38.15,0,1,No conecté con este producto,-0.5,4.5,0
fisico,retail,93.76,61.25,32.51,34.67,2,14,98,alta,40.12,0,2,No me sentí identificado,-0.5,11.5,0
servicio,hibrido,194.81,80.22,114.59,58.82,1,62,53,alta,33.49,0,4,No conecté con este producto,-0.5,27.5,0
servicio,presencial,188.0,123.4,64.6,34.36,1,35,31,alta,20.34,0,5,Probablemente no lo volvería a usar,0.0,42.0,0
servicio,presencial,229.09,108.2,120.89,52.77,4,89,28,baja,26.66,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
servicio,presencial,222.41,107.8,114.61,51.53,1,48,64,media,36.06,0,2,No conecté con este producto,-0.5,13.5,0
fisico,retail,117.37,76.47,40.9,34.85,7,96,99,media,57.5,1,8,La experiencia fue muy positiva,0.5,68.5,1
digital,app_store,209.19,118.52,90.67,43.34,2,68,75,media,41.13,0,5,Probablemente no lo volvería a usar,0.0,38.0,0
servicio,presencial,305.82,192.91,112.91,36.92,4,58,45,alta,18.3,0,2,La experiencia no fue lo que esperaba,-0.5,13.5,0
fisico,tienda_de_conveniencia,103.3,45.21,58.09,56.23,10,35,99,alta,33.93,0,2,No me sentí identificado,-0.5,11.5,0
digital,app_store,134.19,77.55,56.64,42.21,3,61,65,media,44.97,1,8,Me identifico con la marca,0.5,66.5,1
servicio,hibrido,159.24,110.55,48.69,30.58,5,78,97,media,56.85,1,9,Me encanta este producto,0.5,77.5,1
digital,app_store,210.19,131.72,78.47,37.33,7,71,83,baja,36.56,0,6,No me sentí identificado,-0.5,37.5,0
servicio,hibrido,179.55,110.2,69.35,38.62,6,83,81,media,48.22,1,10,Me identifico con la marca,0.5,84.5,1
fisico,ecommerce,43.28,25.74,17.54,40.53,8,64,44,media,49.88,1,7,Se siente muy bien usarlo,0.5,61.5,1
digital,app_store,118.09,72.96,45.13,38.22,7,61,40,baja,34.19,0,4,No me sentí identificado,-0.5,23.5,0
servicio,presencial,280.54,147.38,133.16,47.47,6,65,94,alta,36.28,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
fisico,ecommerce,96.57,56.09,40.48,41.92,4,47,37,alta,34.45,0,4,No me convence del todo,-0.5,25.5,0
fisico,super,83.53,35.53,48.0,57.46,8,30,73,baja,43.48,1,8,Me encanta este producto,0.5,68.5,1
digital,marketplace,160.92,81.5,79.42,49.35,4,46,76,alta,37.58,0,5,No conecté con este producto,-0.5,30.5,0
digital,marketplace,124.17,85.6,38.57,31.06,8,76,75,media,37.36,0,3,No me convence del todo,-0.5,16.5,0
servicio,presencial,224.93,103.89,121.04,53.81,6,15,35,alta,10.18,0,6,No conecté con este producto,-0.5,41.5,0
servicio,online,118.68,71.67,47.01,39.61,10,61,76,media,44.93,1,7,Me encanta este producto,0.5,63.5,1
digital,marketplace,190.52,84.12,106.4,55.85,3,68,47,media,37.31,0,2,No conecté con este producto,-0.5,9.5,0
digital,marketplace,212.53,122.53,90.0,42.35,7,95,65,media,46.19,1,10,Me identifico con la marca,0.5,80.5,1
digital,app_store,158.17,87.06,71.11,44.96,10,44,49,alta,28.15,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
digital,app_store,156.75,67.23,89.52,57.11,6,35,99,media,43.89,1,9,Me identifico con la marca,0.5,73.5,1
fisico,ecommerce,82.26,35.1,47.16,57.33,7,38,96,media,45.79,1,8,Me encanta este producto,0.5,68.5,1
servicio,presencial,120.73,62.27,58.46,48.42,8,67,69,baja,45.53,1,8,Lo volvería a elegir,0.5,70.5,1
servicio,hibrido,194.49,103.47,91.02,46.8,1,20,44,media,24.4,0,2,Probablemente no lo volvería a usar,0.0,21.0,0
servicio,hibrido,243.73,143.72,100.01,41.03,5,58,23,alta,25.87,0,3,No me convence del todo,-0.5,20.5,0
servicio,presencial,193.03,118.92,74.11,38.39,1,11,24,alta,23.61,0,1,No me convence del todo,-0.5,6.5,0
servicio,online,224.24,99.6,124.64,55.58,10,37,93,baja,29.83,0,5,No me convence del todo,-0.5,34.5,0
fisico,super,82.08,38.41,43.67,53.2,10,60,36,baja,32.78,0,1,No me convence del todo,-0.5,4.5,0
fisico,tienda_de_conveniencia,83.22,52.29,30.93,37.17,5,78,83,baja,55.51,1,7,Me identifico con la marca,0.5,61.5,1
digital,marketplace,173.36,81.82,91.54,52.8,9,28,49,alta,26.52,0,1,No me sentí identificado,-0.5,2.5,0
servicio,presencial,154.84,85.08,69.76,45.05,1,25,56,alta,39.34,0,6,La experiencia no fue lo que esperaba,-0.5,41.5,0
servicio,presencial,310.04,182.1,127.94,41.27,8,60,67,alta,22.5,0,5,No me sentí identificado,-0.5,34.5,0
fisico,super,63.01,32.33,30.68,48.69,4,36,68,media,51.73,1,8,Se siente muy bien usarlo,0.5,68.5,1
servicio,hibrido,281.13,134.22,146.91,52.26,9,27,73,media,21.25,0,2,No me sentí identificado,-0.5,13.5,0
digital,marketplace,208.01,143.09,64.92,31.21,1,59,65,media,40.57,0,3,No me convence del todo,-0.5,16.5,0
servicio,presencial,226.79,139.87,86.92,38.33,2,21,73,media,33.36,0,1,No conecté con este producto,-0.5,6.5,0
servicio,presencial,115.0,47.07,67.93,59.07,1,71,80,media,62.17,1,8,Lo volvería a elegir,0.5,70.5,1
servicio,presencial,222.78,151.72,71.06,31.9,8,61,69,media,21.06,0,6,Probablemente no lo volvería a usar,0.0,49.0,0
digital,app_store,111.62,58.41,53.21,47.67,3,47,44,media,47.12,1,10,La experiencia fue muy positiva,0.5,80.5,1
digital,marketplace,174.95,80.14,94.81,54.19,2,77,46,baja,36.72,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
fisico,super,126.26,57.23,69.03,54.67,10,50,91,media,48.55,1,9,La experiencia fue muy positiva,0.5,75.5,1
servicio,hibrido,273.09,190.1,82.99,30.39,3,80,42,media,26.12,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
fisico,super,74.89,42.55,32.34,43.18,9,99,61,media,56.39,1,10,Me encanta este producto,0.5,82.5,1
digital,web_saas,170.82,77.02,93.8,54.91,7,45,60,media,27.82,0,4,Probablemente no lo volvería a usar,0.0,31.0,0
digital,marketplace,203.6,104.95,98.65,48.45,8,19,59,media,19.97,0,2,No me convence del todo,-0.5,9.5,0
servicio,online,211.09,136.07,75.02,35.54,5,20,34,media,29.66,0,1,La experiencia no fue lo que esperaba,-0.5,6.5,0
fisico,super,115.58,72.52,43.06,37.26,10,65,80,alta,47.24,1,9,La experiencia fue muy positiva,0.5,75.5,1
digital,marketplace,145.48,66.72,78.76,54.14,3,18,98,media,40.16,0,3,La experiencia no fue lo que esperaba,-0.5,16.5,0
digital,web_saas,145.25,69.94,75.31,51.85,3,64,26,media,39.56,0,3,Probablemente no lo volvería a usar,0.0,24.0,0
fisico,super,100.18,49.5,50.68,50.59,3,51,21,alta,35.19,0,5,No conecté con este producto,-0.5,32.5,0
fisico,retail,59.0,34.48,24.52,41.56,9,10,59,media,38.74,0,3,La experiencia no fue lo que esperaba,-0.5,18.5,0
digital,app_store,153.16,63.04,90.12,58.84,6,35,99,alta,40.93,0,6,No me convence del todo,-0.5,37.5,0
servicio,online,133.58,87.96,45.62,34.15,4,46,70,alta,44.58,1,8,Me encanta este producto,0.5,70.5,1
servicio,presencial,201.66,123.28,78.38,38.87,1,87,77,baja,45.5,1,7,La experiencia fue muy positiva,0.5,63.5,1
servicio,presencial,202.24,125.62,76.62,37.89,8,56,34,media,20.96,0,5,No me sentí identificado,-0.5,34.5,0
servicio,online,143.5,83.21,60.29,42.01,8,67,79,media,45.79,1,9,La experiencia fue muy positiva,0.5,77.5,1
fisico,tienda_de_conveniencia,93.83,37.7,56.13,59.82,5,81,81,baja,57.34,1,8,Me identifico con la marca,0.5,68.5,1
digital,web_saas,140.61,84.55,56.06,39.87,3,49,86,media,43.99,1,7,La experiencia fue muy positiva,0.5,59.5,0
digital,web_saas,155.44,92.25,63.19,40.65,4,99,48,baja,43.88,1,8,Lo volvería a elegir,0.5,66.5,1
servicio,online,361.07,224.5,136.57,37.82,1,94,22,media,24.5,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
digital,marketplace,130.13,89.95,40.18,30.88,9,63,46,alta,30.53,0,6,No me convence del todo,-0.5,37.5,0
fisico,super,87.42,35.5,51.92,59.39,6,83,98,media,70.18,1,8,Se siente muy bien usarlo,0.5,68.5,1
digital,marketplace,217.99,117.11,100.88,46.28,1,73,65,baja,45.49,1,7,Me identifico con la marca,0.5,59.5,0
digital,marketplace,61.63,34.33,27.3,44.3,5,93,52,alta,66.45,1,10,Se siente muy bien usarlo,0.5,80.5,1
digital,app_store,194.55,79.29,115.26,59.24,4,40,56,alta,33.45,0,2,Probablemente no lo volvería a usar,0.0,17.0,0
servicio,online,189.97,94.58,95.39,50.21,4,70,41,media,38.42,0,3,No me convence del todo,-0.5,20.5,0
servicio,hibrido,210.1,118.63,91.47,43.54,1,49,74,baja,43.13,1,10,Lo volvería a elegir,0.5,84.5,1
digital,marketplace,88.57,35.58,52.99,59.83,7,19,51,alta,27.94,0,3,No me convence del todo,-0.5,16.5,0
fisico,super,67.79,32.39,35.4,52.22,5,16,64,media,43.01,1,7,Lo volvería a elegir,0.5,61.5,1
digital,app_store,119.35,50.3,69.05,57.86,6,34,20,alta,29.66,0,5,Probablemente no lo volvería a usar,0.0,38.0,0
fisico,retail,57.1,38.39,18.71,32.77,3,63,72,alta,56.51,1,8,Se siente muy bien usarlo,0.5,68.5,1
fisico,ecommerce,61.26,34.62,26.64,43.49,5,73,68,media,60.86,1,7,Me encanta este producto,0.5,61.5,1
fisico,tienda_de_conveniencia,90.81,56.83,33.98,37.42,9,24,20,media,18.65,0,6,La experiencia no fue lo que esperaba,-0.5,39.5,0
fisico,ecommerce,51.3,31.62,19.68,38.36,2,66,83,media,61.19,1,10,Me identifico con la marca,0.5,82.5,1
servicio,hibrido,141.72,83.12,58.6,41.35,5,36,40,media,30.58,0,2,La experiencia no fue lo que esperaba,-0.5,13.5,0
digital,marketplace,172.57,103.42,69.15,40.07,9,75,92,media,46.88,1,8,Lo volvería a elegir,0.5,66.5,1
fisico,super,113.46,78.55,34.91,30.77,6,98,24,media,44.82,1,7,Lo volvería a elegir,0.5,61.5,1
fisico,tienda_de_conveniencia,73.18,32.57,40.61,55.49,7,75,77,alta,56.28,1,8,La experiencia fue muy positiva,0.5,68.5,1
digital,app_store,202.6,138.35,64.25,31.71,3,30,89,media,37.82,0,3,No conecté con este producto,-0.5,16.5,0
fisico,tienda_de_conveniencia,71.35,32.56,38.79,54.37,3,72,48,baja,46.44,1,9,Me encanta este producto,0.5,75.5,1
servicio,hibrido,227.59,107.84,119.75,52.62,1,88,45,media,48.99,1,9,Se siente muy bien usarlo,0.5,77.5,1
fisico,tienda_de_conveniencia,64.32,29.44,34.88,54.23,6,59,21,alta,46.57,1,9,Se siente muy bien usarlo,0.5,75.5,1
servicio,hibrido,212.4,107.14,105.26,49.56,7,78,23,alta,19.26,0,3,No me convence del todo,-0.5,20.5,0
servicio,online,162.6,70.82,91.78,56.45,6,14,91,alta,31.07,0,6,No me sentí identificado,-0.5,41.5,0
fisico,tienda_de_conveniencia,84.84,37.69,47.15,55.58,3,24,34,media,28.9,0,6,Probablemente no lo volvería a usar,0.0,47.0,0
digital,web_saas,191.22,131.77,59.45,31.09,7,18,94,media,34.11,0,5,No me convence del todo,-0.5,30.5,0
servicio,presencial,191.37,96.93,94.44,49.35,8,52,63,media,45.33,1,10,La experiencia fue muy positiva,0.5,84.5,1
fisico,retail,115.65,73.98,41.67,36.03,7,15,46,alta,34.34,0,5,No me convence del todo,-0.5,32.5,0
digital,app_store,149.5,68.09,81.41,54.45,8,41,32,baja,18.6,0,6,La experiencia no fue lo que esperaba,-0.5,37.5,0
servicio,online,169.91,101.54,68.37,40.24,6,62,76,baja,37.4,0,3,No conecté con este producto,-0.5,20.5,0
fisico,super,114.9,59.69,55.21,48.05,10,13,71,media,31.9,0,1,Probablemente no lo volvería a usar,0.0,12.0,0
fisico,tienda_de_conveniencia,62.41,25.3,37.11,59.46,7,31,24,media,37.49,0,5,Probablemente no lo volvería a usar,0.0,40.0,0
fisico,super,51.8,27.68,24.12,46.56,1,90,32,alta,48.0,1,9,Me identifico con la marca,0.5,75.5,1
servicio,presencial,255.22,143.83,111.39,43.64,3,34,85,media,33.83,0,1,No me convence del todo,-0.5,6.5,0
fisico,tienda_de_conveniencia,65.14,41.05,24.09,36.98,5,55,30,media,30.71,0,3,No conecté con este producto,-0.5,18.5,0
fisico,tienda_de_conveniencia,77.92,45.77,32.15,41.26,7,42,83,media,43.46,1,10,Me encanta este producto,0.5,82.5,1
digital,app_store,143.51,69.09,74.42,51.86,5,44,56,baja,34.74,0,6,No me sentí identificado,-0.5,37.5,0
servicio,hibrido,180.13,84.95,95.18,52.84,8,72,56,alta,41.96,1,7,Se siente muy bien usarlo,0.5,63.5,1
fisico,tienda_de_conveniencia,72.69,43.75,28.94,39.81,1,18,31,baja,39.14,0,2,Probablemente no lo volvería a usar,0.0,19.0,0
servicio,presencial,191.47,96.22,95.25,49.75,1,20,97,media,39.49,0,5,No me convence del todo,-0.5,34.5,0
fisico,super,57.13,35.57,21.56,37.74,6,95,80,media,66.26,1,7,Me encanta este producto,0.5,61.5,1
fisico,ecommerce,65.63,34.35,31.28,47.66,8,26,33,alta,39.88,0,1,No conecté con este producto,-0.5,4.5,0
digital,marketplace,154.0,91.51,62.49,40.58,2,58,32,alta,34.62,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
fisico,retail,83.91,53.43,30.48,36.32,9,16,64,alta,39.44,0,1,No me sentí identificado,-0.5,4.5,0
fisico,ecommerce,98.4,41.36,57.04,57.97,2,56,66,media,47.52,1,9,Me encanta este producto,0.5,75.5,1
digital,marketplace,172.32,95.45,76.87,44.61,4,56,69,alta,37.6,0,4,No conecté con este producto,-0.5,23.5,0
fisico,super,98.88,47.36,51.52,52.1,5,95,49,baja,56.94,1,9,Me identifico con la marca,0.5,75.5,1
fisico,retail,76.66,50.43,26.23,34.22,9,54,39,alta,38.02,0,5,Probablemente no lo volvería a usar,0.0,40.0,0
digital,marketplace,121.49,59.83,61.66,50.75,5,52,62,baja,37.43,0,2,La experiencia no fue lo que esperaba,-0.5,9.5,0
fisico,ecommerce,75.39,47.63,27.76,36.82,4,67,35,media,49.3,1,7,Me encanta este producto,0.5,61.5,1
digital,app_store,120.01,81.84,38.17,31.81,1,27,74,media,44.97,1,10,Me encanta este producto,0.5,80.5,1
servicio,presencial,194.21,91.09,103.12,53.1,2,92,61,media,55.62,1,10,La experiencia fue muy positiva,0.5,84.5,1
digital,app_store,159.39,71.91,87.48,54.88,2,97,52,baja,56.69,1,9,Me identifico con la marca,0.5,73.5,1
