marca,categoria,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta,score_latente,exito
CerealNova,cereal,marketplace,45.69,30.75,14.94,32.7,6,76,66,media,9,Me encanta el sabor y la textura,1,83.0,1,27.83,1
CerealNova,cereal,retail,63.41,33.3,30.11,47.48,6,72,50,media,5,"Está bien, cumple",0,40.0,0,15.91,1
HoneyOats,cereal,marketplace,89.35,64.32,25.03,28.01,5,42,45,baja,7,Nada extraordinario,0,54.0,0,3.39,0
ChocoBoom,cereal,retail,85.07,46.55,38.52,45.28,5,89,46,alta,5,Solo lo compraría en promoción,0,40.0,0,25.71,1
CornCrisp,cereal,marketplace,90.29,45.61,44.68,49.48,9,57,52,media,2,No me convence el producto,-1,4.0,0,-28.44,0
GoldenGrain,cereal,marketplace,95.51,66.39,29.12,30.49,6,66,63,media,7,Nada extraordinario,0,54.0,0,6.55,0
HoneyOats,cereal,retail,81.03,45.01,36.02,44.45,8,65,65,alta,9,Excelente relación calidad-precio,1,83.0,1,19.88,1
FitMorning,cereal,retail,69.41,33.58,35.83,51.62,6,83,65,media,6,Es un cereal promedio,0,47.0,0,21.08,1
CrunchMax,cereal,retail,83.49,53.43,30.06,36.0,7,73,63,media,6,Solo lo compraría en promoción,0,47.0,0,9.92,0
CrunchMax,cereal,retail,73.73,43.96,29.77,40.38,5,91,31,media,5,Solo lo compraría en promoción,0,40.0,0,22.58,1
HoneyOats,cereal,retail,100.78,66.22,34.56,34.29,6,64,58,media,5,Es un cereal promedio,0,40.0,0,2.95,0
CornCrisp,cereal,marketplace,64.1,36.64,27.46,42.84,9,67,79,media,8,Excelente relación calidad-precio,1,76.0,1,-0.92,0
CerealNova,cereal,marketplace,106.87,61.31,45.56,42.63,6,78,53,alta,6,Podría mejorar,0,47.0,0,13.28,1
VitalMix,cereal,retail,103.02,62.0,41.02,39.82,9,71,62,media,7,"Está bien, cumple",0,54.0,0,-2.27,0
GoldenGrain,cereal,retail,114.62,78.13,36.49,31.84,6,87,43,alta,4,No lo volvería a comprar,-1,18.0,0,9.56,0
CornCrisp,cereal,retail,84.98,45.02,39.96,47.02,7,65,65,media,6,"Está bien, cumple",0,47.0,0,7.69,0
KidsStar,cereal,retail,84.16,48.27,35.89,42.64,5,79,71,alta,7,Nada extraordinario,0,54.0,0,31.64,1
CornCrisp,cereal,retail,93.01,62.89,30.12,32.38,4,81,74,alta,6,Es un cereal promedio,0,47.0,0,31.79,1
FitMorning,cereal,marketplace,113.91,74.28,39.63,34.79,6,72,45,alta,4,No lo volvería a comprar,-1,18.0,0,9.73,0
VitalMix,cereal,retail,95.08,48.06,47.02,49.45,7,77,79,media,6,Nada extraordinario,0,47.0,0,11.64,1
CornCrisp,cereal,marketplace,91.87,48.97,42.9,46.7,9,59,59,alta,5,"Está bien, cumple",0,40.0,0,2.69,0
CrunchMax,cereal,marketplace,85.46,46.88,38.58,45.14,3,78,48,media,3,No conecté con la marca,-1,11.0,0,24.32,1
ChocoBoom,cereal,marketplace,116.81,66.11,50.7,43.4,8,67,70,media,6,Nada extraordinario,0,47.0,0,-0.28,0
CornCrisp,cereal,retail,111.47,73.29,38.18,34.25,8,68,65,media,7,Podría mejorar,0,54.0,0,-4.34,0
CrunchMax,cereal,retail,76.87,50.04,26.83,34.9,7,67,38,media,6,Solo lo compraría en promoción,0,47.0,0,1.78,0
GoldenGrain,cereal,retail,110.84,63.8,47.04,42.44,6,70,53,alta,5,Podría mejorar,0,40.0,0,10.22,0
FiberPlus,cereal,marketplace,101.5,49.46,52.04,51.27,5,71,62,media,8,Se siente de buena calidad,1,76.0,1,26.19,1
FiberPlus,cereal,marketplace,117.17,68.21,48.96,41.79,7,78,73,alta,5,Nada extraordinario,0,40.0,0,17.9,1
GoldenGrain,cereal,retail,135.43,73.17,62.26,45.97,5,51,56,media,7,Nada extraordinario,0,54.0,0,17.87,1
ChocoBoom,cereal,marketplace,108.2,70.01,38.19,35.3,6,73,77,media,8,Me gusta mucho esta marca,1,76.0,1,25.93,1
CornCrisp,cereal,retail,78.48,49.58,28.9,36.82,2,68,84,media,7,"Está bien, cumple",0,54.0,0,47.72,1
KidsStar,cereal,retail,64.36,37.91,26.45,41.1,8,63,59,baja,8,Me identifico con esta marca,1,76.0,1,8.21,0
FitMorning,cereal,marketplace,91.12,50.19,40.93,44.92,5,59,60,baja,5,Solo lo compraría en promoción,0,40.0,0,12.74,1
CerealNova,cereal,retail,71.0,48.65,22.35,31.48,9,80,56,alta,5,Nada extraordinario,0,40.0,0,10.64,0
GoldenGrain,cereal,retail,102.23,67.7,34.53,33.78,4,84,54,alta,7,Es un cereal promedio,0,54.0,0,36.08,1
CrunchMax,cereal,marketplace,97.35,60.03,37.32,38.34,9,78,31,media,7,Es un cereal promedio,0,54.0,0,-11.11,0
CerealNova,cereal,marketplace,103.55,53.78,49.77,48.06,7,78,49,alta,5,Solo lo compraría en promoción,0,40.0,0,15.93,1
ChocoBoom,cereal,retail,104.37,61.95,42.42,40.64,6,86,76,alta,6,"Está bien, cumple",0,47.0,0,19.32,1
CerealNova,cereal,marketplace,120.85,69.58,51.27,42.42,5,58,71,media,5,Solo lo compraría en promoción,0,40.0,0,10.53,0
GoldenGrain,cereal,retail,116.5,57.54,58.96,50.61,7,65,47,alta,6,"Está bien, cumple",0,47.0,0,1.11,0
CornCrisp,cereal,retail,93.75,58.19,35.56,37.93,8,78,59,media,7,Podría mejorar,0,54.0,0,0.55,0
FitMorning,cereal,marketplace,123.83,66.67,57.16,46.16,7,67,53,media,7,Solo lo compraría en promoción,0,54.0,0,17.37,1
VitalMix,cereal,retail,112.98,78.15,34.83,30.83,10,87,61,alta,4,Se me hizo caro,-1,18.0,0,-17.05,0
CrunchMax,cereal,marketplace,113.96,61.21,52.75,46.29,6,66,63,alta,9,Me encanta el sabor y la textura,1,83.0,1,26.96,1
CerealNova,cereal,retail,90.86,51.68,39.18,43.12,7,77,51,alta,6,Solo lo compraría en promoción,0,47.0,0,14.52,1
GoldenGrain,cereal,retail,137.38,65.84,71.54,52.07,8,55,50,media,5,"Está bien, cumple",0,40.0,0,-1.32,0
GoldenGrain,cereal,marketplace,141.98,97.27,44.71,31.49,5,42,58,baja,4,Se me hizo caro,-1,18.0,0,-3.72,0
CerealNova,cereal,retail,100.09,45.16,54.93,54.88,8,74,78,media,5,Nada extraordinario,0,40.0,0,7.78,0
CornCrisp,cereal,marketplace,115.14,72.16,42.98,37.33,6,50,49,media,5,Es un cereal promedio,0,40.0,0,-5.19,0
VitalMix,cereal,retail,146.59,89.59,57.0,38.88,6,40,67,baja,5,Podría mejorar,0,40.0,0,-4.83,0
ChocoBoom,cereal,retail,86.86,57.11,29.75,34.25,10,78,61,media,6,Solo lo compraría en promoción,0,47.0,0,-0.28,0
CornCrisp,cereal,retail,91.05,50.62,40.43,44.4,7,71,47,media,6,Es un cereal promedio,0,47.0,0,19.5,1
CornCrisp,cereal,marketplace,86.41,53.48,32.93,38.11,6,61,47,media,6,Solo lo compraría en promoción,0,47.0,0,14.29,1
CrunchMax,cereal,marketplace,89.8,59.59,30.21,33.64,9,75,57,media,6,"Está bien, cumple",0,47.0,0,-1.36,0
CornCrisp,cereal,marketplace,91.35,52.59,38.76,42.43,7,67,65,baja,5,"Está bien, cumple",0,40.0,0,0.73,0
CrunchMax,cereal,marketplace,75.04,36.12,38.92,51.87,6,81,44,alta,4,Se me hizo caro,-1,18.0,0,22.42,1
CerealNova,cereal,retail,82.55,51.63,30.92,37.46,8,64,37,media,6,Podría mejorar,0,47.0,0,2.12,0
CrunchMax,cereal,marketplace,81.75,55.95,25.8,31.56,8,80,51,alta,4,No me convence el producto,-1,18.0,0,0.68,0
ChocoBoom,cereal,marketplace,81.0,41.92,39.08,48.25,7,79,60,media,6,"Está bien, cumple",0,47.0,0,13.41,1
HoneyOats,cereal,retail,51.91,33.96,17.95,34.58,9,79,55,media,6,Es un cereal promedio,0,47.0,0,-3.88,0
CornCrisp,cereal,retail,60.15,30.96,29.19,48.53,7,82,44,media,4,No me convence el producto,-1,18.0,0,24.23,1
HoneyOats,cereal,retail,56.66,33.85,22.81,40.26,7,86,51,alta,5,Solo lo compraría en promoción,0,40.0,0,23.59,1
GoldenGrain,cereal,retail,94.16,50.14,44.02,46.75,9,56,78,baja,9,Me identifico con esta marca,1,83.0,1,-1.72,0
GoldenGrain,cereal,retail,107.68,60.98,46.7,43.37,9,61,65,media,7,Nada extraordinario,0,54.0,0,0.57,0
ChocoBoom,cereal,retail,93.12,55.29,37.83,40.62,8,74,72,baja,7,Es un cereal promedio,0,54.0,0,-2.69,0
FitMorning,cereal,retail,107.11,64.73,42.38,39.57,6,58,72,media,7,Solo lo compraría en promoción,0,54.0,0,7.86,0
FiberPlus,cereal,retail,122.87,80.56,42.31,34.43,8,67,56,media,6,"Está bien, cumple",0,47.0,0,-0.62,0
GoldenGrain,cereal,retail,103.21,71.69,31.52,30.54,8,73,51,media,6,Es un cereal promedio,0,47.0,0,-4.56,0
CrunchMax,cereal,retail,89.43,56.35,33.08,36.99,8,70,55,alta,4,No me gustó el sabor,-1,18.0,0,7.63,0
VitalMix,cereal,retail,126.49,71.44,55.05,43.52,8,79,72,alta,7,"Está bien, cumple",0,54.0,0,2.85,0
FitMorning,cereal,marketplace,91.03,52.01,39.02,42.86,7,78,69,alta,8,Me gusta mucho esta marca,1,76.0,1,20.62,1
KidsStar,cereal,retail,117.0,58.32,58.68,50.15,8,63,44,media,6,Solo lo compraría en promoción,0,47.0,0,-6.68,0
FitMorning,cereal,retail,91.39,49.7,41.69,45.62,7,64,51,baja,10,Se siente de buena calidad,1,90.0,1,-1.4,0
CerealNova,cereal,retail,81.24,40.95,40.29,49.59,6,56,35,baja,5,Solo lo compraría en promoción,0,40.0,0,-3.83,0
CrunchMax,cereal,marketplace,69.6,36.7,32.9,47.27,8,76,62,media,6,Podría mejorar,0,47.0,0,16.81,1
CrunchMax,cereal,retail,63.64,37.78,25.86,40.63,5,61,61,baja,8,Me gusta mucho esta marca,1,76.0,1,30.41,1
CornCrisp,cereal,marketplace,120.71,60.0,60.71,50.29,9,52,53,media,7,"Está bien, cumple",0,54.0,0,-6.68,0
FitMorning,cereal,marketplace,96.39,66.87,29.52,30.63,9,70,65,media,9,Me identifico con esta marca,1,83.0,1,14.88,1
CrunchMax,cereal,marketplace,93.13,61.75,31.38,33.69,6,85,38,alta,6,Nada extraordinario,0,47.0,0,20.53,1
GoldenGrain,cereal,marketplace,86.57,62.64,23.93,27.64,7,65,52,baja,8,Me gusta mucho esta marca,1,76.0,1,6.75,0
FitMorning,cereal,retail,109.21,49.72,59.49,54.47,8,72,60,media,9,Se siente de buena calidad,1,83.0,1,11.93,1
GoldenGrain,cereal,retail,124.98,62.98,62.0,49.61,6,74,61,media,10,Me identifico con esta marca,1,90.0,1,13.94,1
CerealNova,cereal,marketplace,71.07,39.05,32.02,45.05,7,59,82,baja,7,Solo lo compraría en promoción,0,54.0,0,-1.24,0
FitMorning,cereal,retail,123.31,84.48,38.83,31.49,6,62,65,alta,6,Solo lo compraría en promoción,0,47.0,0,14.35,1
CrunchMax,cereal,retail,87.93,48.6,39.33,44.73,4,67,75,baja,7,Solo lo compraría en promoción,0,54.0,0,28.21,1
VitalMix,cereal,retail,126.47,75.4,51.07,40.38,7,54,66,media,6,Podría mejorar,0,47.0,0,2.94,0
VitalMix,cereal,marketplace,109.38,57.8,51.58,47.16,8,72,69,alta,9,Me identifico con esta marca,1,83.0,1,16.04,1
GoldenGrain,cereal,marketplace,144.9,86.83,58.07,40.08,8,62,55,media,7,Nada extraordinario,0,54.0,0,3.41,0
VitalMix,cereal,marketplace,106.33,55.58,50.75,47.73,6,59,94,media,9,Me encanta el sabor y la textura,1,83.0,1,39.01,1
GoldenGrain,cereal,marketplace,135.39,80.33,55.06,40.67,6,64,39,alta,3,No conecté con la marca,-1,11.0,0,-2.25,0
KidsStar,cereal,retail,79.34,52.82,26.52,33.43,6,57,60,baja,6,Nada extraordinario,0,47.0,0,9.1,0
KidsStar,cereal,marketplace,63.63,44.0,19.63,30.85,4,98,65,alta,6,Solo lo compraría en promoción,0,47.0,0,35.04,1
VitalMix,cereal,marketplace,68.24,45.7,22.54,33.03,7,64,81,media,8,Me identifico con esta marca,1,76.0,1,27.97,1
HoneyOats,cereal,marketplace,62.61,40.21,22.4,35.78,9,88,46,media,6,Solo lo compraría en promoción,0,47.0,0,2.59,0
FitMorning,cereal,retail,77.02,35.98,41.04,53.28,9,64,71,media,8,Se siente de buena calidad,1,76.0,1,7.86,0
FiberPlus,cereal,marketplace,87.07,45.37,41.7,47.89,9,69,52,baja,7,"Está bien, cumple",0,54.0,0,-13.74,0
HoneyOats,cereal,retail,93.94,57.19,36.75,39.12,5,78,57,media,6,"Está bien, cumple",0,47.0,0,20.84,1
GoldenGrain,cereal,retail,97.42,54.69,42.73,43.86,9,78,56,media,5,Nada extraordinario,0,40.0,0,-2.34,0
HoneyOats,cereal,marketplace,65.7,38.37,27.33,41.6,9,61,80,baja,7,Solo lo compraría en promoción,0,54.0,0,-5.59,0
HoneyOats,cereal,retail,116.21,63.69,52.52,45.19,7,64,52,alta,3,No me gustó el sabor,-1,11.0,0,1.16,0
CornCrisp,cereal,retail,91.68,57.86,33.82,36.89,8,35,58,baja,7,Es un cereal promedio,0,54.0,0,-15.09,0
KidsStar,cereal,retail,87.98,58.9,29.08,33.05,6,76,53,alta,7,"Está bien, cumple",0,54.0,0,25.54,1
VitalMix,cereal,marketplace,99.41,52.33,47.08,47.36,8,70,69,alta,7,Nada extraordinario,0,54.0,0,20.8,1
GoldenGrain,cereal,retail,154.91,100.32,54.59,35.24,7,43,50,baja,6,Podría mejorar,0,47.0,0,-18.06,0
KidsStar,cereal,retail,85.13,57.36,27.77,32.62,6,66,62,baja,5,"Está bien, cumple",0,40.0,0,-2.49,0
KidsStar,cereal,retail,83.75,42.07,41.68,49.77,5,76,67,baja,6,Podría mejorar,0,47.0,0,29.98,1
GoldenGrain,cereal,retail,98.97,45.32,53.65,54.21,5,53,64,baja,5,Podría mejorar,0,40.0,0,11.38,1
HoneyOats,cereal,marketplace,68.31,36.98,31.33,45.86,9,68,64,baja,5,Solo lo compraría en promoción,0,40.0,0,-6.83,0
FitMorning,cereal,retail,107.02,66.06,40.96,38.27,7,83,64,alta,5,Solo lo compraría en promoción,0,40.0,0,21.43,1
CornCrisp,cereal,retail,112.34,72.54,39.8,35.43,9,80,42,alta,5,Solo lo compraría en promoción,0,40.0,0,-12.13,0
FitMorning,cereal,retail,109.31,58.57,50.74,46.42,9,53,62,media,3,No lo volvería a comprar,-1,11.0,0,-24.05,0
ChocoBoom,cereal,marketplace,38.62,19.55,19.07,49.38,7,93,50,alta,8,Me identifico con esta marca,1,76.0,1,35.82,1
CerealNova,cereal,retail,115.79,76.11,39.68,34.27,8,73,61,alta,7,"Está bien, cumple",0,54.0,0,5.97,0
FiberPlus,cereal,retail,80.44,40.74,39.7,49.35,6,70,52,media,7,"Está bien, cumple",0,54.0,0,12.3,1
FiberPlus,cereal,retail,46.55,27.9,18.65,40.06,5,88,80,alta,8,Me gusta mucho esta marca,1,76.0,1,41.05,1
GoldenGrain,cereal,marketplace,120.55,66.45,54.1,44.88,7,59,37,media,5,"Está bien, cumple",0,40.0,0,-8.3,0
CerealNova,cereal,marketplace,108.32,69.54,38.78,35.8,6,73,65,media,6,Nada extraordinario,0,47.0,0,16.96,1
ChocoBoom,cereal,retail,118.17,82.23,35.94,30.41,6,58,70,baja,7,Nada extraordinario,0,54.0,0,1.81,0
FitMorning,cereal,retail,102.7,60.63,42.07,40.96,7,67,82,media,6,Nada extraordinario,0,47.0,0,17.48,1
CerealNova,cereal,retail,79.86,55.24,24.62,30.83,6,74,40,alta,6,Podría mejorar,0,47.0,0,16.54,1
KidsStar,cereal,retail,61.95,35.62,26.33,42.5,7,86,69,alta,5,Solo lo compraría en promoción,0,40.0,0,20.51,1
FiberPlus,cereal,marketplace,104.3,64.29,40.01,38.36,10,72,52,alta,5,"Está bien, cumple",0,40.0,0,-13.04,0
HoneyOats,cereal,retail,117.71,60.08,57.63,48.96,8,56,39,media,6,Es un cereal promedio,0,47.0,0,-13.38,0
VitalMix,cereal,retail,117.32,78.63,38.69,32.98,8,77,60,alta,7,"Está bien, cumple",0,54.0,0,17.19,1
CerealNova,cereal,retail,63.93,36.07,27.86,43.58,6,73,64,alta,7,Solo lo compraría en promoción,0,54.0,0,23.58,1
FiberPlus,cereal,retail,142.07,74.38,67.69,47.65,6,73,84,alta,7,"Está bien, cumple",0,54.0,0,17.95,1
GoldenGrain,cereal,retail,159.74,79.69,80.05,50.11,7,59,68,media,5,Solo lo compraría en promoción,0,40.0,0,0.04,0
GoldenGrain,cereal,retail,132.99,77.82,55.17,41.48,10,59,64,media,5,Solo lo compraría en promoción,0,40.0,0,-4.65,0
ChocoBoom,cereal,marketplace,96.69,70.1,26.59,27.5,6,74,70,media,8,Excelente relación calidad-precio,1,76.0,1,20.0,1
ChocoBoom,cereal,marketplace,69.27,47.43,21.84,31.53,7,73,54,baja,7,Solo lo compraría en promoción,0,54.0,0,8.48,0
FiberPlus,cereal,marketplace,89.94,58.73,31.21,34.7,7,71,58,alta,5,Podría mejorar,0,40.0,0,8.07,0
VitalMix,cereal,retail,100.99,46.68,54.31,53.78,10,55,70,media,10,Excelente relación calidad-precio,1,90.0,1,3.92,0
HoneyOats,cereal,retail,84.85,42.85,42.0,49.5,7,58,73,media,7,Es un cereal promedio,0,54.0,0,16.28,1
CrunchMax,cereal,retail,56.4,34.62,21.78,38.62,8,60,47,media,6,"Está bien, cumple",0,47.0,0,-6.46,0
HoneyOats,cereal,marketplace,90.96,54.92,36.04,39.62,10,75,50,media,5,Solo lo compraría en promoción,0,40.0,0,-13.73,0
FiberPlus,cereal,retail,94.75,61.06,33.69,35.56,8,79,63,media,3,No conecté con la marca,-1,11.0,0,-10.11,0
CornCrisp,cereal,retail,72.62,38.05,34.57,47.6,8,63,81,media,6,Podría mejorar,0,47.0,0,6.12,0
FitMorning,cereal,marketplace,132.96,88.44,44.52,33.48,6,53,53,media,6,Podría mejorar,0,47.0,0,-0.09,0
GoldenGrain,cereal,retail,48.85,32.11,16.74,34.27,8,72,58,baja,4,No me convence el producto,-1,18.0,0,-1.13,0
ChocoBoom,cereal,retail,64.21,39.16,25.05,39.01,7,89,69,alta,7,Nada extraordinario,0,54.0,0,25.97,1
FiberPlus,cereal,marketplace,121.05,64.45,56.6,46.76,5,72,68,alta,6,Solo lo compraría en promoción,0,47.0,0,25.37,1
FiberPlus,cereal,retail,62.19,35.0,27.19,43.72,9,70,77,baja,5,"Está bien, cumple",0,40.0,0,6.69,0
CerealNova,cereal,retail,66.37,39.79,26.58,40.05,6,75,65,baja,9,Excelente relación calidad-precio,1,83.0,1,15.98,1
CrunchMax,cereal,retail,126.52,61.37,65.15,51.49,8,52,73,media,7,Solo lo compraría en promoción,0,54.0,0,11.38,1
FitMorning,cereal,retail,105.21,50.15,55.06,52.33,9,69,51,alta,7,"Está bien, cumple",0,54.0,0,-1.25,0
KidsStar,cereal,retail,67.74,33.97,33.77,49.85,5,73,74,media,8,Me encanta el sabor y la textura,1,76.0,1,28.09,1
ChocoBoom,cereal,retail,50.54,29.46,21.08,41.71,9,78,77,baja,10,Me identifico con esta marca,1,90.0,1,19.21,1
ChocoBoom,cereal,retail,68.09,36.24,31.85,46.78,6,81,53,baja,6,"Está bien, cumple",0,47.0,0,9.87,0
KidsStar,cereal,marketplace,67.23,37.67,29.56,43.97,7,86,69,media,7,Podría mejorar,0,54.0,0,22.75,1
VitalMix,cereal,retail,94.34,55.67,38.67,40.99,5,52,59,media,8,Me gusta mucho esta marca,1,76.0,1,22.11,1
VitalMix,cereal,marketplace,95.03,54.06,40.97,43.11,5,67,53,media,6,Nada extraordinario,0,47.0,0,19.62,1
FiberPlus,cereal,retail,123.48,58.69,64.79,52.47,7,71,41,media,6,Nada extraordinario,0,47.0,0,3.21,0
CrunchMax,cereal,retail,112.46,68.71,43.75,38.9,6,55,55,baja,5,"Está bien, cumple",0,40.0,0,1.76,0
FiberPlus,cereal,retail,103.99,63.88,40.11,38.57,6,71,55,alta,4,No lo volvería a comprar,-1,18.0,0,8.86,0
FitMorning,cereal,retail,87.53,49.33,38.2,43.64,7,69,70,media,7,Podría mejorar,0,54.0,0,13.34,1
CrunchMax,cereal,marketplace,66.8,37.47,29.33,43.91,6,79,45,media,7,"Está bien, cumple",0,54.0,0,19.59,1
FiberPlus,cereal,retail,136.4,73.03,63.37,46.46,8,53,68,media,6,Es un cereal promedio,0,47.0,0,-11.93,0
HoneyOats,cereal,retail,85.68,58.49,27.19,31.73,8,77,39,media,2,No conecté con la marca,-1,4.0,0,-5.3,0
CerealNova,cereal,retail,87.1,47.07,40.03,45.96,8,73,39,alta,5,Podría mejorar,0,40.0,0,0.79,0
ChocoBoom,cereal,retail,103.4,71.12,32.28,31.22,8,72,52,media,8,Se siente de buena calidad,1,76.0,1,-2.35,0
FiberPlus,cereal,retail,141.23,84.85,56.38,39.92,8,59,76,media,6,Nada extraordinario,0,47.0,0,-1.21,0
FitMorning,cereal,marketplace,117.63,77.38,40.25,34.22,6,63,27,media,4,Se me hizo caro,-1,18.0,0,-0.18,0
CornCrisp,cereal,retail,68.9,37.21,31.69,45.99,7,66,39,alta,6,Podría mejorar,0,47.0,0,3.24,0
ChocoBoom,cereal,retail,103.09,67.95,35.14,34.09,7,73,59,media,5,Nada extraordinario,0,40.0,0,1.42,0
CerealNova,cereal,retail,60.17,36.63,23.54,39.12,5,84,75,alta,7,Es un cereal promedio,0,54.0,0,34.02,1
CrunchMax,cereal,retail,35.0,19.02,15.98,45.66,10,72,58,media,5,"Está bien, cumple",0,40.0,0,-10.78,0
CrunchMax,cereal,marketplace,67.35,45.54,21.81,32.38,10,81,48,media,7,Es un cereal promedio,0,54.0,0,-10.74,0
ChocoBoom,cereal,retail,92.32,62.81,29.51,31.96,8,77,57,alta,6,"Está bien, cumple",0,47.0,0,1.69,0
FitMorning,cereal,retail,122.72,68.24,54.48,44.39,6,71,72,alta,7,Es un cereal promedio,0,54.0,0,8.18,0
FitMorning,cereal,retail,125.94,86.05,39.89,31.67,7,46,66,media,6,Solo lo compraría en promoción,0,47.0,0,1.02,0
CerealNova,cereal,marketplace,85.95,49.72,36.23,42.15,6,76,53,alta,7,Podría mejorar,0,54.0,0,23.84,1
KidsStar,cereal,retail,86.36,57.85,28.51,33.01,4,78,78,media,7,"Está bien, cumple",0,54.0,0,31.23,1
CrunchMax,cereal,retail,89.74,51.28,38.46,42.86,5,57,37,baja,7,Solo lo compraría en promoción,0,54.0,0,18.81,1
ChocoBoom,cereal,retail,70.31,43.67,26.64,37.89,10,82,62,media,8,Excelente relación calidad-precio,1,76.0,1,-2.16,0
HoneyOats,cereal,retail,96.74,49.91,46.83,48.41,9,73,52,media,6,Nada extraordinario,0,47.0,0,-19.05,0
GoldenGrain,cereal,retail,128.77,62.81,65.96,51.22,7,64,66,media,7,Podría mejorar,0,54.0,0,4.11,0
FitMorning,cereal,retail,95.41,63.32,32.09,33.63,5,69,54,media,7,Solo lo compraría en promoción,0,54.0,0,11.83,1
CrunchMax,cereal,retail,95.6,50.87,44.73,46.79,7,62,55,media,4,No lo volvería a comprar,-1,18.0,0,2.05,0
KidsStar,cereal,retail,115.05,73.36,41.69,36.24,6,57,82,media,7,Es un cereal promedio,0,54.0,0,14.64,1
CrunchMax,cereal,marketplace,73.92,46.24,27.68,37.45,7,83,63,media,6,Podría mejorar,0,47.0,0,4.49,0
HoneyOats,cereal,retail,83.24,45.32,37.92,45.56,7,74,59,baja,5,Es un cereal promedio,0,40.0,0,3.37,0
GoldenGrain,cereal,marketplace,73.2,44.64,28.56,39.02,8,74,67,media,7,Es un cereal promedio,0,54.0,0,11.22,1
CerealNova,cereal,marketplace,51.0,29.38,21.62,42.39,7,73,50,baja,8,Me encanta el sabor y la textura,1,76.0,1,4.15,0
FiberPlus,cereal,marketplace,114.18,57.24,56.94,49.87,9,69,81,alta,8,Me identifico con esta marca,1,76.0,1,16.91,1
ChocoBoom,cereal,retail,97.09,66.97,30.12,31.02,7,88,62,alta,8,Me identifico con esta marca,1,76.0,1,40.18,1
GoldenGrain,cereal,retail,92.89,45.03,47.86,51.52,4,63,67,media,7,Es un cereal promedio,0,54.0,0,27.76,1
FitMorning,cereal,retail,97.31,66.5,30.81,31.66,8,87,69,alta,6,Nada extraordinario,0,47.0,0,13.23,1
VitalMix,cereal,retail,115.55,61.93,53.62,46.4,6,67,58,media,6,Podría mejorar,0,47.0,0,9.97,0
ChocoBoom,cereal,marketplace,108.43,58.36,50.07,46.18,5,74,56,media,7,Podría mejorar,0,54.0,0,28.11,1
VitalMix,cereal,marketplace,85.91,56.91,29.0,33.76,7,77,89,media,8,Se siente de buena calidad,1,76.0,1,6.25,0
CrunchMax,cereal,retail,80.79,51.92,28.87,35.73,7,60,55,baja,6,Nada extraordinario,0,47.0,0,3.96,0
GoldenGrain,cereal,marketplace,121.93,84.73,37.2,30.51,7,77,72,alta,6,Nada extraordinario,0,47.0,0,9.31,0
KidsStar,cereal,marketplace,54.82,34.28,20.54,37.47,9,82,70,media,7,Nada extraordinario,0,54.0,0,-2.37,0
FiberPlus,cereal,marketplace,141.23,71.98,69.25,49.03,5,50,91,media,6,Es un cereal promedio,0,47.0,0,25.52,1
FitMorning,cereal,retail,90.63,52.38,38.25,42.2,7,83,59,alta,6,Es un cereal promedio,0,47.0,0,22.6,1
FitMorning,cereal,marketplace,109.08,78.6,30.48,27.94,6,60,53,media,4,No conecté con la marca,-1,18.0,0,6.25,0
FitMorning,cereal,retail,138.72,82.93,55.79,40.22,10,66,52,alta,5,Podría mejorar,0,40.0,0,-13.4,0
FitMorning,cereal,marketplace,124.99,66.05,58.94,47.16,8,66,77,media,8,Se siente de buena calidad,1,76.0,1,17.6,1
VitalMix,cereal,marketplace,93.96,63.53,30.43,32.39,6,72,69,alta,7,Nada extraordinario,0,54.0,0,18.37,1
CornCrisp,cereal,marketplace,94.63,67.75,26.88,28.41,8,63,76,baja,8,Me identifico con esta marca,1,76.0,1,14.33,1
HoneyOats,cereal,marketplace,78.84,42.44,36.4,46.17,7,85,45,alta,6,Podría mejorar,0,47.0,0,10.3,0
FitMorning,cereal,marketplace,129.12,87.94,41.18,31.89,3,56,46,alta,4,No me gustó el sabor,-1,18.0,0,24.41,1
HoneyOats,cereal,retail,103.14,61.39,41.75,40.48,7,94,60,alta,6,Es un cereal promedio,0,47.0,0,12.61,1
FitMorning,cereal,retail,115.18,70.82,44.36,38.51,10,72,52,alta,9,Se siente de buena calidad,1,83.0,1,4.0,0
KidsStar,cereal,retail,55.85,25.91,29.94,53.61,10,89,49,alta,6,Podría mejorar,0,47.0,0,-2.19,0
FitMorning,cereal,marketplace,91.11,52.59,38.52,42.28,6,70,47,media,6,Nada extraordinario,0,47.0,0,14.79,1
CrunchMax,cereal,marketplace,73.38,42.97,30.41,41.44,7,80,54,media,5,Nada extraordinario,0,40.0,0,13.02,1
FiberPlus,cereal,retail,136.08,81.04,55.04,40.45,10,43,69,baja,6,Podría mejorar,0,47.0,0,-23.25,0
CrunchMax,cereal,retail,101.95,49.63,52.32,51.32,10,66,57,media,7,Nada extraordinario,0,54.0,0,-7.99,0
CerealNova,cereal,retail,46.07,21.93,24.14,52.4,10,64,56,baja,7,Podría mejorar,0,54.0,0,-9.29,0
VitalMix,cereal,retail,83.43,56.8,26.63,31.92,6,72,79,baja,7,Es un cereal promedio,0,54.0,0,26.01,1
